winner,best_of,w_one,w_two,w_three,w_four,w_five,winner_id
Evans D.,3,7.0,7.0,,,,176
Chardy J.,3,,,,,,93
Auger-Aliassime F.,3,7.0,,,,,21
Moutet C.,3,7.0,6.0,,,,418
Evans D.,3,6.0,6.0,,,,176
Auger-Aliassime F.,3,6.0,6.0,,,,21
Evans D.,3,6.0,6.0,,,,176
Raonic M.,5,6.0,6.0,6.0,,,488
Mannarino A.,5,6.0,6.0,7.0,,,373
Ruusuvuori E.,5,3.0,6.0,7.0,3.0,6.0,517
Moutet C.,5,6.0,6.0,3.0,6.0,6.0,418
Opelka R.,5,6.0,7.0,6.0,,,450
Wawrinka S.,5,6.0,6.0,6.0,,,632
Bolt A.,5,6.0,6.0,4.0,6.0,,62
Martinez P.,5,6.0,6.0,6.0,6.0,,381
Fritz T.,5,7.0,3.0,6.0,7.0,,190
Fucsovics M.,5,4.0,6.0,6.0,6.0,6.0,191
Thiem D.,5,7.0,6.0,6.0,,,586
Karatsev A.,5,6.0,6.0,6.0,,,286
Kecmanovic M.,5,6.0,6.0,6.0,,,289
Zverev A.,5,6.0,7.0,6.0,6.0,,660
Bublik A.,5,6.0,7.0,5.0,6.0,,76
Gerasimov E.,5,6.0,2.0,7.0,7.0,,203
Duckworth J.,5,6.0,6.0,6.0,,,156
Vesely J.,5,6.0,3.0,6.0,6.0,6.0,620
Humbert U.,5,6.0,6.0,6.0,6.0,,260
Muller A.,5,4.0,6.0,6.0,6.0,,420
Carreno Busta P.,5,7.0,7.0,6.0,,,83
Tiafoe F.,5,7.0,6.0,6.0,,,588
Dimitrov G.,5,6.0,6.0,7.0,,,145
Koepfer D.,5,7.0,6.0,6.0,,,305
Lajovic D.,5,5.0,6.0,6.0,5.0,6.0,339
Auger-Aliassime F.,5,6.0,6.0,6.0,,,21
Schwartzman D.,5,7.0,6.0,2.0,6.0,,536
Tomic B.,5,3.0,6.0,4.0,,,590
Kyrgios N.,5,6.0,6.0,6.0,,,336
Cressy M.,5,7.0,7.0,6.0,,,108
Djokovic N.,5,6.0,6.0,6.0,,,147
Shapovalov D.,5,3.0,6.0,6.0,4.0,6.0,543
Harris L.,5,4.0,6.0,6.0,6.0,,245
Mcdonald M.,5,3.0,6.0,6.0,6.0,,389
Monteiro T.,5,7.0,6.0,6.0,,,414
O Connell C.,5,7.0,7.0,6.0,,,443
Coric B.,5,6.0,7.0,7.0,,,106
Alcaraz C.,5,6.0,6.0,6.0,,,5
Ymer M.,5,3.0,6.0,3.0,7.0,6.0,646
Rublev A.,5,6.0,6.0,6.0,,,512
Popyrin A.,5,3.0,6.0,6.0,7.0,6.0,471
Khachanov K.,5,6.0,6.0,7.0,6.0,,291
Albot R.,5,6.0,6.0,6.0,7.0,,4
Cuevas P.,5,6.0,4.0,6.0,6.0,,111
Krajinovic F.,5,7.0,6.0,4.0,6.0,,318
Andujar P.,5,6.0,7.0,7.0,,,16
Berankis R.,5,6.0,7.0,6.0,,,48
Medvedev D.,5,6.0,6.0,6.0,,,391
Lopez F.,5,6.0,6.0,7.0,6.0,,358
Sonego L.,5,7.0,6.0,6.0,,,561
Paul T.,5,6.0,7.0,6.0,,,458
Nadal R.,5,6.0,6.0,6.0,,,427
Caruso S.,5,6.0,6.0,6.0,,,85
Mmoh M.,5,7.0,6.0,3.0,7.0,7.0,407
De Minaur A.,5,7.0,6.0,6.0,,,125
Carballes Baena R.,5,7.0,3.0,6.0,6.0,,82
Norrie C.,5,6.0,4.0,6.0,7.0,,440
Machac T.,5,6.0,7.0,6.0,3.0,,365
Fognini F.,5,6.0,6.0,6.0,,,187
Ruud C.,5,6.0,6.0,2.0,,,516
Kokkinakis T.,5,6.0,6.0,6.0,,,308
Berrettini M.,5,7.0,7.0,6.0,,,53
Safiullin R.,5,6.0,6.0,6.0,,,521
Tsitsipas S.,5,6.0,6.0,6.0,,,597
Karatsev A.,5,6.0,6.0,6.0,,,286
Fucsovics M.,5,7.0,6.0,4.0,2.0,7.0,191
Martinez P.,5,1.0,6.0,6.0,7.0,,381
Auger-Aliassime F.,5,6.0,6.0,6.0,,,21
Schwartzman D.,5,6.0,6.0,6.0,,,536
Raonic M.,5,6.0,6.0,6.0,6.0,,488
Djokovic N.,5,6.0,6.0,7.0,6.0,,147
Thiem D.,5,6.0,6.0,6.0,,,586
Lajovic D.,5,6.0,7.0,4.0,6.0,,339
Fritz T.,5,4.0,7.0,6.0,7.0,6.0,190
Shapovalov D.,5,6.0,6.0,6.0,,,543
Mannarino A.,5,6.0,6.0,6.0,,,373
Carreno Busta P.,5,6.0,7.0,2.0,6.0,,83
Kyrgios N.,5,5.0,6.0,3.0,7.0,6.0,336
Zverev A.,5,7.0,6.0,6.0,,,660
Dimitrov G.,5,7.0,6.0,6.0,,,145
Lopez F.,5,5.0,3.0,6.0,7.0,6.0,358
Rublev A.,5,6.0,6.0,7.0,,,512
Harris L.,5,6.0,1.0,6.0,6.0,6.0,245
Ymer M.,5,2.0,6.0,6.0,7.0,,646
Ruud C.,5,3.0,6.0,6.0,7.0,,516
Khachanov K.,5,6.0,6.0,6.0,,,291
Krajinovic F.,5,6.0,5.0,6.0,6.0,,318
Tsitsipas S.,5,6.0,6.0,6.0,6.0,6.0,597
Berrettini M.,5,6.0,6.0,4.0,6.0,,53
Mcdonald M.,5,6.0,6.0,4.0,6.0,,389
Albot R.,5,6.0,7.0,7.0,,,4
Fognini F.,5,4.0,6.0,2.0,6.0,7.0,187
Norrie C.,5,3.0,7.0,6.0,7.0,,440
De Minaur A.,5,6.0,6.0,7.0,,,125
Medvedev D.,5,6.0,7.0,6.0,,,391
Nadal R.,5,6.0,6.0,6.0,,,427
Dimitrov G.,5,6.0,1.0,,,,145
Zverev A.,5,6.0,6.0,6.0,,,660
Lajovic D.,5,6.0,7.0,6.0,6.0,,339
Karatsev A.,5,6.0,6.0,6.0,,,286
Raonic M.,5,7.0,5.0,6.0,6.0,,488
Auger-Aliassime F.,5,7.0,7.0,6.0,,,21
Thiem D.,5,4.0,4.0,6.0,6.0,6.0,586
Djokovic N.,5,7.0,6.0,3.0,4.0,6.0,147
Ruud C.,5,6.0,5.0,6.0,6.0,,516
Mcdonald M.,5,7.0,6.0,6.0,,,389
Medvedev D.,5,6.0,6.0,4.0,3.0,6.0,391
Tsitsipas S.,5,6.0,6.0,6.0,,,597
Rublev A.,5,7.0,6.0,6.0,,,512
Berrettini M.,5,7.0,7.0,7.0,,,53
Fognini F.,5,6.0,6.0,6.0,,,187
Nadal R.,5,7.0,6.0,7.0,,,427
Karatsev A.,5,3.0,1.0,6.0,6.0,6.0,286
Dimitrov G.,5,6.0,6.0,6.0,,,145
Zverev A.,5,6.0,7.0,6.0,,,660
Djokovic N.,5,7.0,4.0,6.0,6.0,,147
Medvedev D.,5,6.0,6.0,6.0,,,391
Rublev A.,5,6.0,7.0,,,,512
Nadal R.,5,6.0,6.0,6.0,,,427
Tsitsipas S.,5,,,,,,597
Karatsev A.,5,2.0,6.0,6.0,6.0,,286
Djokovic N.,5,6.0,6.0,6.0,7.0,,147
Medvedev D.,5,7.0,6.0,6.0,,,391
Tsitsipas S.,5,3.0,2.0,7.0,6.0,7.0,597
Djokovic N.,5,6.0,6.0,6.0,,,147
Medvedev D.,5,6.0,6.0,7.0,,,391
Djokovic N.,5,7.0,6.0,6.0,,,147
Kovalik J.,3,6.0,1.0,6.0,,,315
Jarry N.,3,5.0,7.0,6.0,,,270
Carballes Baena R.,3,6.0,6.0,,,,82
Cecchinato M.,3,6.0,4.0,6.0,,,87
Coria F.,3,6.0,6.0,,,,104
Cerundolo J.M.,3,7.0,7.0,,,,90
Bagnis F.,3,6.0,6.0,,,,26
Etcheverry T.,3,6.0,7.0,,,,173
Ramos-Vinolas A.,3,4.0,6.0,6.0,,,487
Cerundolo F.,3,6.0,6.0,6.0,,,89
Delbonis F.,3,6.0,6.0,,,,133
Monteiro T.,3,6.0,6.0,,,,414
Kovalik J.,3,4.0,6.0,6.0,,,315
Coria F.,3,1.0,6.0,6.0,,,104
Bagnis F.,3,6.0,7.0,,,,26
Paire B.,3,6.0,6.0,,,,455
Monteiro T.,3,6.0,6.0,,,,414
Cerundolo J.M.,3,6.0,7.0,6.0,,,90
Schwartzman D.,3,6.0,6.0,,,,536
Ramos-Vinolas A.,3,2.0,7.0,7.0,,,487
Cerundolo J.M.,3,6.0,2.0,6.0,,,90
Coria F.,3,6.0,6.0,,,,104
Bagnis F.,3,6.0,6.0,,,,26
Ramos-Vinolas A.,3,6.0,4.0,6.0,,,487
Cerundolo J.M.,3,6.0,4.0,6.0,,,90
Ramos-Vinolas A.,3,7.0,5.0,6.0,,,487
Cerundolo J.M.,3,6.0,2.0,6.0,,,90
Humbert U.,3,6.0,7.0,,,,260
Sonego L.,3,6.0,6.0,6.0,,,561
Korda S.,3,6.0,6.0,,,,311
Griekspoor T.,3,6.0,6.0,6.0,,,229
Gojowczyk P.,3,6.0,6.0,,,,214
Bonzi B.,3,7.0,6.0,,,,63
Vesely J.,3,6.0,6.0,,,,620
Novak D.,3,7.0,1.0,6.0,,,441
Gerasimov E.,3,7.0,6.0,,,,203
Davidovich Fokina A.,3,7.0,5.0,6.0,,,118
Bedene A.,3,3.0,6.0,7.0,,,43
Barrere G.,3,6.0,6.0,,,,32
Sonego L.,3,6.0,6.0,,,,561
Humbert U.,3,6.0,7.0,7.0,,,260
Goffin D.,3,4.0,6.0,7.0,,,213
Gerasimov E.,3,6.0,7.0,,,,203
Gojowczyk P.,3,6.0,7.0,6.0,,,214
Davidovich Fokina A.,3,7.0,6.0,,,,118
Novak D.,3,7.0,7.0,,,,441
Bautista Agut R.,3,6.0,6.0,,,,38
Goffin D.,3,6.0,6.0,,,,213
Gerasimov E.,3,4.0,6.0,7.0,,,203
Gojowczyk P.,3,6.0,6.0,,,,214
Bautista Agut R.,3,6.0,6.0,,,,38
Goffin D.,3,6.0,2.0,6.0,,,213
Bautista Agut R.,3,7.0,6.0,,,,38
Goffin D.,3,5.0,6.0,6.0,,,213
Daniel T.,3,6.0,6.0,6.0,,,115
Cressy M.,3,7.0,6.0,,,,108
Andreev A.,3,1.0,6.0,6.0,,,13
Popyrin A.,3,7.0,7.0,,,,471
Nishioka Y.,3,6.0,3.0,6.0,,,438
Uchiyama Y.,3,6.0,2.0,6.0,,,600
Albot R.,3,6.0,3.0,6.0,,,4
Hanfmann Y.,3,6.0,6.0,,,,243
Celikbilek A.,3,6.0,6.0,,,,88
Kwon S.W.,3,4.0,6.0,6.0,,,335
Marcora R.,3,7.0,6.0,,,,375
Ebden M.,3,6.0,7.0,,,,162
Cilic M.,3,7.0,6.0,,,,97
Nishioka Y.,3,6.0,6.0,,,,438
Bublik A.,3,6.0,6.0,,,,76
Popyrin A.,3,6.0,5.0,6.0,,,471
Albot R.,3,6.0,7.0,6.0,,,4
Ebden M.,3,6.0,6.0,,,,162
Mannarino A.,3,6.0,7.0,,,,373
Kwon S.W.,3,6.0,6.0,,,,335
Popyrin A.,3,6.0,7.0,,,,471
Albot R.,3,6.0,6.0,,,,4
Cilic M.,3,6.0,2.0,7.0,,,97
Bublik A.,3,6.0,6.0,,,,76
Popyrin A.,3,7.0,7.0,,,,471
Bublik A.,3,2.0,6.0,6.0,,,76
Popyrin A.,3,4.0,6.0,6.0,,,471
Djere L.,3,6.0,6.0,6.0,,,146
Koepfer D.,3,2.0,6.0,6.0,,,305
Andujar P.,3,6.0,6.0,,,,16
Monteiro T.,3,6.0,6.0,,,,414
Klein L.,3,6.0,6.0,,,,301
Mager G.,3,7.0,6.0,,,,368
Nagal S.,3,6.0,6.0,,,,428
Munar J.,3,7.0,6.0,,,,422
Cerundolo F.,3,6.0,7.0,,,,89
Ramos-Vinolas A.,3,2.0,6.0,6.0,,,487
Tiafoe F.,3,6.0,6.0,,,,588
Delbonis F.,3,6.0,7.0,,,,133
Kecmanovic M.,3,5.0,6.0,6.0,,,289
Ramos-Vinolas A.,3,7.0,6.0,,,,487
Djere L.,3,7.0,6.0,,,,146
Nagal S.,3,6.0,6.0,,,,428
Andujar P.,3,6.0,7.0,,,,16
Cerundolo F.,3,4.0,6.0,6.0,,,89
Munar J.,3,7.0,6.0,,,,422
Schwartzman D.,3,6.0,6.0,,,,536
Ramos-Vinolas A.,3,4.0,6.0,7.0,,,487
Cerundolo F.,3,1.0,6.0,6.0,,,89
Kecmanovic M.,3,6.0,7.0,,,,289
Schwartzman D.,3,6.0,7.0,,,,536
Cerundolo F.,3,7.0,3.0,6.0,,,89
Schwartzman D.,3,6.0,6.0,,,,536
Schwartzman D.,3,6.0,6.0,,,,536
Norrie C.,3,6.0,6.0,,,,440
Nishikori K.,3,7.0,6.0,,,,437
Murray A.,3,2.0,7.0,6.0,,,425
Fucsovics M.,3,7.0,6.0,7.0,,,191
De Minaur A.,3,6.0,6.0,,,,125
Rublev A.,3,7.0,6.0,,,,512
Hurkacz H.,3,6.0,7.0,,,,261
Khachanov K.,3,6.0,7.0,,,,291
Chardy J.,3,4.0,7.0,7.0,,,93
Tsitsipas S.,3,7.0,7.0,,,,597
Coric B.,3,6.0,7.0,,,,106
Bublik A.,3,7.0,6.0,,,,76
Paul T.,3,6.0,7.0,,,,458
Lajovic D.,3,7.0,6.0,,,,339
Goffin D.,3,6.0,6.0,,,,213
Davidovich Fokina A.,3,6.0,7.0,,,,118
Nishikori K.,3,6.0,2.0,7.0,,,437
Rublev A.,3,7.0,6.0,,,,512
Khachanov K.,3,6.0,6.0,,,,291
Chardy J.,3,7.0,7.0,,,,93
Paul T.,3,6.0,6.0,6.0,,,458
Tsitsipas S.,3,6.0,4.0,7.0,,,597
Coric B.,3,6.0,6.0,,,,106
Fucsovics M.,3,6.0,6.0,,,,191
Tsitsipas S.,3,4.0,6.0,7.0,,,597
Rublev A.,3,7.0,6.0,6.0,,,512
Coric B.,3,7.0,7.0,,,,106
Fucsovics M.,3,6.0,6.0,,,,191
Rublev A.,3,6.0,7.0,,,,512
Fucsovics M.,3,6.0,6.0,,,,191
Rublev A.,3,7.0,6.0,,,,512
Basilashvili N.,3,2.0,6.0,6.0,,,36
Karatsev A.,3,6.0,6.0,,,,286
Bublik A.,3,6.0,6.0,,,,76
Fritz T.,3,7.0,6.0,,,,190
Gasquet R.,3,6.0,6.0,,,,200
Bautista Agut R.,3,4.0,6.0,6.0,,,38
Evans D.,3,6.0,1.0,6.0,,,176
Pospisil V.,3,6.0,6.0,,,,473
Jaziri M.,3,6.0,7.0,,,,272
Fucsovics M.,3,7.0,6.0,,,,191
Harris L.,3,7.0,6.0,7.0,,,245
Goffin D.,3,6.0,6.0,,,,213
Rublev A.,3,,,,,,512
Shapovalov D.,3,7.0,6.0,,,,543
Thiem D.,3,6.0,6.0,6.0,,,586
Bautista Agut R.,3,6.0,6.0,,,,38
Fritz T.,3,6.0,5.0,7.0,,,190
Basilashvili N.,3,6.0,6.0,,,,36
Federer R.,3,7.0,3.0,7.0,,,180
Fucsovics M.,3,4.0,7.0,6.0,,,191
Fritz T.,3,5.0,6.0,7.0,,,190
Rublev A.,3,,,,,,512
Basilashvili N.,3,3.0,6.0,7.0,,,36
Bautista Agut R.,3,7.0,2.0,6.0,,,38
Bautista Agut R.,3,6.0,6.0,,,,38
Basilashvili N.,3,7.0,6.0,,,,36
Basilashvili N.,3,7.0,6.0,,,,36
Ruusuvuori E.,3,6.0,4.0,,,,517
Gaston H.,3,3.0,6.0,6.0,,,201
Sinner J.,3,7.0,6.0,7.0,,,549
Ebden M.,3,3.0,7.0,6.0,,,162
Mcdonald M.,3,7.0,7.0,,,,389
Rinderknech A.,3,1.0,6.0,6.0,,,497
Herbert P.H.,3,6.0,6.0,,,,251
Tsonga J.W.,3,3.0,6.0,7.0,,,598
Davidovich Fokina A.,3,6.0,6.0,,,,118
Pouille L.,3,7.0,6.0,,,,474
Gerasimov E.,3,6.0,6.0,,,,203
Norrie C.,3,6.0,6.0,6.0,,,440
Ebden M.,3,6.0,6.0,,,,162
Khachanov K.,3,7.0,6.0,,,,291
Sinner J.,3,6.0,6.0,,,,549
Humbert U.,3,6.0,6.0,,,,260
Herbert P.H.,3,6.0,6.0,,,,251
Rinderknech A.,3,3.0,6.0,6.0,,,497
Medvedev D.,3,6.0,6.0,,,,391
Tsitsipas S.,3,6.0,6.0,,,,597
Ebden M.,3,4.0,6.0,6.0,,,162
Medvedev D.,3,6.0,6.0,,,,391
Herbert P.H.,3,6.0,6.0,6.0,,,251
Humbert U.,3,4.0,7.0,7.0,,,260
Medvedev D.,3,6.0,3.0,,,,391
Herbert P.H.,3,6.0,6.0,,,,251
Medvedev D.,3,6.0,6.0,6.0,,,391
Sousa P.,3,6.0,6.0,,,,564
Bagnis F.,3,6.0,6.0,6.0,,,26
Galan D.E.,3,7.0,3.0,7.0,,,195
Carballes Baena R.,3,6.0,7.0,,,,82
Tiafoe F.,3,7.0,6.0,7.0,,,588
Coria F.,3,4.0,7.0,7.0,,,104
Delbonis F.,3,6.0,6.0,6.0,,,133
Tabilo A.,3,6.0,0.0,6.0,,,583
Varillas J. P.,3,6.0,6.0,,,,610
Rune H.,3,6.0,6.0,,,,514
Martin A.,3,6.0,6.0,,,,380
Cerundolo J.M.,3,7.0,6.0,,,,90
Djere L.,3,5.0,7.0,6.0,,,146
Bagnis F.,3,7.0,7.0,,,,26
Delbonis F.,3,6.0,6.0,,,,133
Rune H.,3,6.0,6.0,,,,514
Galan D.E.,3,6.0,7.0,,,,195
Carballes Baena R.,3,6.0,6.0,,,,82
Varillas J. P.,3,6.0,7.0,,,,610
Garin C.,3,6.0,6.0,,,,199
Bagnis F.,3,4.0,6.0,6.0,,,26
Delbonis F.,3,6.0,6.0,,,,133
Garin C.,3,6.0,6.0,,,,199
Galan D.E.,3,7.0,6.0,,,,195
Bagnis F.,3,7.0,6.0,,,,26
Garin C.,3,6.0,6.0,,,,199
Garin C.,3,6.0,6.0,7.0,,,199
Koepfer D.,3,6.0,6.0,,,,305
Auger-Aliassime F.,3,6.0,7.0,,,,21
Isner J.,3,6.0,6.0,,,,265
Zverev A.,3,6.0,6.0,,,,660
Djere L.,3,6.0,6.0,,,,146
Korda S.,3,7.0,6.0,,,,311
Raonic M.,3,7.0,6.0,,,,488
Musetti L.,3,6.0,2.0,6.0,,,426
Tiafoe F.,3,6.0,6.0,7.0,,,588
Griekspoor T.,3,7.0,4.0,6.0,,,229
Fognini F.,3,7.0,6.0,,,,187
Tsitsipas S.,3,6.0,6.0,,,,597
Norrie C.,3,6.0,6.0,,,,440
Kecmanovic M.,3,6.0,6.0,,,,289
Dimitrov G.,3,6.0,3.0,,,,145
Ruud C.,3,6.0,6.0,,,,516
Musetti L.,3,2.0,6.0,7.0,,,426
Koepfer D.,3,6.0,6.0,,,,305
Auger-Aliassime F.,3,6.0,6.0,,,,21
Dimitrov G.,3,6.0,6.0,,,,145
Ruud C.,3,4.0,6.0,7.0,,,516
Zverev A.,3,6.0,6.0,,,,660
Norrie C.,3,6.0,6.0,,,,440
Tsitsipas S.,3,6.0,6.0,,,,597
Zverev A.,3,,,,,,660
Koepfer D.,3,7.0,6.0,,,,305
Tsitsipas S.,3,7.0,4.0,6.0,,,597
Musetti L.,3,6.0,7.0,,,,426
Zverev A.,3,6.0,7.0,,,,660
Tsitsipas S.,3,6.0,6.0,,,,597
Zverev A.,3,6.0,7.0,,,,660
Nishikori K.,3,3.0,6.0,6.0,,,437
Chardy J.,3,6.0,3.0,6.0,,,93
Karatsev A.,3,6.0,6.0,,,,286
Bublik A.,3,6.0,7.0,,,,76
Jaziri M.,3,3.0,,,,,272
Popyrin A.,3,7.0,7.0,,,,471
Struff J.L.,3,6.0,6.0,,,,576
Davidovich Fokina A.,3,6.0,6.0,,,,118
Zapata Miralles B.,3,6.0,6.0,,,,650
Bedene A.,3,3.0,6.0,6.0,,,43
Harris L.,3,6.0,6.0,6.0,,,245
Gasquet R.,3,6.0,6.0,,,,200
Ruusuvuori E.,3,6.0,7.0,,,,517
Fucsovics M.,3,2.0,7.0,6.0,,,191
Chardy J.,3,2.0,6.0,6.0,,,93
Sonego L.,3,6.0,6.0,,,,561
Hurkacz H.,3,6.0,6.0,,,,261
Karatsev A.,3,6.0,4.0,6.0,,,286
Shapovalov D.,3,6.0,6.0,,,,543
Khachanov K.,3,6.0,3.0,7.0,,,291
Sinner J.,3,2.0,7.0,6.0,,,549
Lajovic D.,3,7.0,6.0,,,,339
Rublev A.,3,6.0,6.0,,,,512
Bedene A.,3,6.0,6.0,,,,43
Bautista Agut R.,3,4.0,,,,,38
Fucsovics M.,3,6.0,6.0,6.0,,,191
Fritz T.,3,4.0,6.0,7.0,,,190
Nishikori K.,3,6.0,7.0,,,,437
Krajinovic F.,3,7.0,6.0,,,,318
Harris L.,3,6.0,6.0,,,,245
Shapovalov D.,3,6.0,6.0,,,,543
Chardy J.,3,6.0,6.0,6.0,,,93
Sinner J.,3,6.0,3.0,7.0,,,549
Karatsev A.,3,3.0,6.0,6.0,,,286
Nishikori K.,3,6.0,6.0,,,,437
Fucsovics M.,3,6.0,4.0,6.0,,,191
Rublev A.,3,6.0,6.0,,,,512
Harris L.,3,7.0,6.0,,,,245
Shapovalov D.,3,7.0,6.0,,,,543
Karatsev A.,3,6.0,6.0,6.0,,,286
Harris L.,3,6.0,3.0,6.0,,,245
Rublev A.,3,7.0,6.0,,,,512
Harris L.,3,6.0,6.0,7.0,,,245
Karatsev A.,3,6.0,4.0,6.0,,,286
Karatsev A.,3,6.0,6.0,,,,286
Popyrin A.,3,6.0,7.0,,,,471
Herbert P.H.,3,6.0,6.0,,,,251
Norrie C.,3,6.0,3.0,7.0,,,440
Ymer M.,3,6.0,6.0,,,,646
Giron M.,3,7.0,6.0,,,,211
Lu Y.,3,6.0,6.0,,,,362
Gaston H.,3,6.0,6.0,,,,201
Escobedo E.,3,6.0,6.0,,,,171
Hanfmann Y.,3,7.0,6.0,,,,243
Berankis R.,3,7.0,6.0,,,,48
Duckworth J.,3,6.0,4.0,6.0,,,156
Harris L.,3,6.0,7.0,,,,245
Mcdonald M.,3,6.0,4.0,6.0,,,389
Djere L.,3,6.0,5.0,6.0,,,146
Ruusuvuori E.,3,6.0,2.0,7.0,,,517
Tiafoe F.,3,5.0,6.0,6.0,,,588
Kokkinakis T.,3,6.0,6.0,,,,308
Kukushkin M.,3,7.0,,,,,328
Ivashka I.,3,7.0,6.0,7.0,,,268
Fratangelo B.,3,6.0,6.0,,,,189
Kudla D.,3,3.0,6.0,6.0,,,325
Thompson J.,3,7.0,6.0,,,,587
Uchiyama Y.,3,6.0,6.0,,,,600
Cilic M.,3,6.0,2.0,6.0,,,97
Kecmanovic M.,3,7.0,6.0,6.0,,,289
Dzumhur D.,3,7.0,7.0,,,,160
Galan D.E.,3,6.0,6.0,,,,195
Sandgren T.,3,6.0,2.0,,,,524
Korda S.,3,6.0,6.0,,,,311
Musetti L.,3,6.0,6.0,,,,426
Sousa J.,3,7.0,6.0,7.0,,,563
Bedene A.,3,7.0,1.0,6.0,,,43
Popyrin A.,3,6.0,6.0,,,,471
Duckworth J.,3,6.0,6.0,,,,156
Lajovic D.,3,6.0,6.0,,,,339
Fritz T.,3,6.0,6.0,,,,190
Norrie C.,3,7.0,7.0,,,,440
Struff J.L.,3,6.0,6.0,,,,576
Ymer M.,3,6.0,4.0,6.0,,,646
Sinner J.,3,6.0,6.0,,,,549
Auger-Aliassime F.,3,6.0,6.0,,,,21
Medvedev D.,3,6.0,6.0,,,,391
Khachanov K.,3,6.0,6.0,,,,291
Bautista Agut R.,3,,,,,,38
Ruusuvuori E.,3,1.0,6.0,6.0,,,517
Bublik A.,3,6.0,6.0,,,,76
Tiafoe F.,3,6.0,6.0,6.0,,,588
Isner J.,3,2.0,6.0,7.0,,,265
Sonego L.,3,6.0,7.0,,,,561
Nishikori K.,3,7.0,5.0,6.0,,,437
Raonic M.,3,6.0,6.0,,,,488
Hurkacz H.,3,7.0,6.0,,,,261
Tsitsipas S.,3,6.0,6.0,,,,597
Musetti L.,3,6.0,6.0,,,,426
Galan D.E.,3,4.0,6.0,6.0,,,195
Cilic M.,3,3.0,7.0,7.0,,,97
Karatsev A.,3,6.0,6.0,,,,286
Humbert U.,3,6.0,6.0,,,,260
Mannarino A.,3,6.0,6.0,,,,373
Shapovalov D.,3,6.0,6.0,6.0,,,543
Fucsovics M.,3,7.0,6.0,6.0,,,191
Rublev A.,3,6.0,6.0,,,,512
Korda S.,3,1.0,6.0,6.0,,,311
Schwartzman D.,3,6.0,6.0,,,,536
Bautista Agut R.,3,4.0,6.0,6.0,,,38
Isner J.,3,7.0,7.0,,,,265
Sinner J.,3,4.0,7.0,6.0,,,549
Medvedev D.,3,7.0,6.0,6.0,,,391
Ruusuvuori E.,3,4.0,6.0,7.0,,,517
Fritz T.,3,6.0,3.0,6.0,,,190
Bublik A.,3,6.0,6.0,,,,76
Tiafoe F.,3,1.0,7.0,6.0,,,588
Raonic M.,3,6.0,7.0,,,,488
Cilic M.,3,6.0,6.0,,,,97
Hurkacz H.,3,6.0,7.0,,,,261
Rublev A.,3,6.0,6.0,,,,512
Schwartzman D.,3,6.0,6.0,,,,536
Korda S.,3,6.0,6.0,,,,311
Sonego L.,3,7.0,6.0,,,,561
Tsitsipas S.,3,6.0,3.0,6.0,,,597
Bautista Agut R.,3,6.0,4.0,7.0,,,38
Sinner J.,3,6.0,6.0,,,,549
Bublik A.,3,6.0,6.0,6.0,,,76
Hurkacz H.,3,4.0,6.0,7.0,,,261
Medvedev D.,3,6.0,6.0,,,,391
Korda S.,3,6.0,4.0,7.0,,,311
Rublev A.,3,6.0,6.0,,,,512
Tsitsipas S.,3,6.0,7.0,,,,597
Sinner J.,3,7.0,6.0,,,,549
Bautista Agut R.,3,6.0,6.0,,,,38
Hurkacz H.,3,2.0,6.0,6.0,,,261
Rublev A.,3,7.0,7.0,,,,512
Sinner J.,3,5.0,6.0,6.0,,,549
Hurkacz H.,3,6.0,6.0,,,,261
Hurkacz H.,3,7.0,6.0,,,,261
Gerasimov E.,3,6.0,6.0,,,,203
Djere L.,3,6.0,6.0,,,,146
Hanfmann Y.,3,7.0,5.0,6.0,,,243
Bedene A.,3,1.0,7.0,7.0,,,43
Struff J.L.,3,1.0,6.0,7.0,,,576
Millman J.,3,7.0,3.0,6.0,,,401
Broady L.,3,6.0,6.0,,,,70
Musetti L.,3,6.0,6.0,,,,426
Kovalik J.,3,3.0,6.0,6.0,,,315
Cecchinato M.,3,6.0,4.0,6.0,,,87
Martin A.,3,6.0,2.0,6.0,,,380
Simon G.,3,1.0,6.0,6.0,,,548
Struff J.L.,3,6.0,6.0,,,,576
Bedene A.,3,6.0,7.0,,,,43
Basilashvili N.,3,4.0,6.0,7.0,,,36
Fritz T.,3,6.0,7.0,,,,190
Hanfmann Y.,3,7.0,6.0,,,,243
Musetti L.,3,6.0,1.0,7.0,,,426
Sonego L.,3,6.0,6.0,,,,561
Djere L.,3,6.0,6.0,,,,146
Fritz T.,3,6.0,6.0,,,,190
Sonego L.,3,3.0,7.0,6.0,,,561
Djere L.,3,6.0,4.0,6.0,,,146
Basilashvili N.,3,7.0,4.0,6.0,,,36
Sonego L.,3,6.0,5.0,6.0,,,561
Djere L.,3,6.0,6.0,,,,146
Sonego L.,3,2.0,7.0,6.0,,,561
Berankis R.,3,6.0,6.0,7.0,,,48
Kwon S.W.,3,6.0,3.0,7.0,,,335
Gombos N.,3,6.0,6.0,6.0,,,216
Delbonis F.,3,7.0,6.0,,,,133
Alcaraz C.,3,7.0,6.0,,,,5
Ivashka I.,3,6.0,7.0,,,,268
Bagnis F.,3,6.0,7.0,,,,26
Vilella Martinez M.,3,6.0,6.0,,,,621
Lopez F.,3,6.0,6.0,,,,358
